,UPC,Title,StarRating,Category,ProdType,Price_IncTax,Available,Stock,PriceCategory,Stock_Rg
462,d56d0710668bb39c,Proofs of God Classical Arguments from Tertullian to Barth,1,Philosophy,Books,54.21,In stock,8,High,0-10
463,4a823d80aa30dbb0,Please Kill Me The Uncensored Oral History of Punk,4,Music,Books,31.19,In stock,8,Medium,0-10
464,c0fc0cd215ee1724,Out of Print City Lights Spotlight No 14,5,Poetry,Books,53.64,In stock,8,High,0-10
465,9a7291b89bd5445c,My Life Next Door My Life Next Door ,5,Young Adult,Books,36.39,In stock,8,Medium,0-10
466,bff270fe9c86a5a9,Millers Valley,2,Fiction,Books,58.54,In stock,8,High,0-10
467,4729afff3bea0f0a,Mans Search for Meaning,3,Nonfiction,Books,29.48,In stock,8,Medium,0-10
468,4d3a4c7b442a9a4e,Love That Boy What Two Presidents Eight Road Trips and My Son Taught Me About a Parents Expectations,2,Nonfiction,Books,25.06,In stock,8,Medium,0-10
469,044534b0b28b4e87,Living Forward A Proven Plan to Stop Drifting and Get the Life You Want,3,Nonfiction,Books,12.55,In stock,8,Low,0-10
470,c44c5e1425475206,Les Fleurs du Mal,5,Poetry,Books,29.04,In stock,8,Medium,0-10
471,29af1a2566c4e36e,Left Behind Left Behind 1,2,Default,Books,40.72,In stock,8,Medium,0-10
472,39eefec3a8498dde,Kill Em and Leave Searching for James Brown and the American Soul,5,Music,Books,45.05,In stock,8,Medium,0-10
473,0cf57cb49272fd37,Kierkegaard A Christian Missionary to Christians,1,Philosophy,Books,47.13,In stock,8,Medium,0-10
474,bd26e8a79a856c31,John Vassos Industrial Design for Modern Life,4,Default,Books,20.22,In stock,8,Low,0-10
475,0ab4b35dcffcffd1,Ill Give You the Sun,1,Default,Books,56.48,In stock,8,High,0-10
476,bbf1ea50be8008ab,I Will Find You,1,Nonfiction,Books,44.21,In stock,8,Medium,0-10
477,0bfdef63285d3019,Hystopia A Novel,4,Fiction,Books,21.96,In stock,8,Low,0-10
478,b7870fa6dc088fbb,Howl and Other Poems,2,Poetry,Books,40.45,In stock,8,Medium,0-10
479,8a150fd8ff5d7686,History of Beauty,4,Art,Books,10.29,In stock,8,Low,0-10
480,d48c1369927ebef1,Heaven is for Real A Little Boys Astounding Story of His Trip to Heaven and Back,2,Default,Books,52.86,In stock,8,High,0-10
481,df6a7c43faa6732b,Future Shock Future Shock 1,5,Young Adult,Books,55.65,In stock,8,High,0-10
482,e049d44c4f1cf1b2,Enders Game The Ender Quintet 1,1,Default,Books,43.64,In stock,8,Medium,0-10
483,0c11e2d068768dbb,Diary of a Citizen Scientist Chasing Tiger Beetles and Other New Ways of Engaging the World,1,Science,Books,28.41,In stock,8,Medium,0-10
484,4dbd54d9e36c9566,Death by Leisure A Cautionary Tale,4,Default,Books,37.51,In stock,8,Medium,0-10
485,7f5157bf53065d36,Brilliant Beacons A History of the American Lighthouse,3,History,Books,11.45,In stock,8,Low,0-10
486,77e9ea355bd8ae57,Brazen The Courage to Find the You Thats Been Hiding,2,Nonfiction,Books,19.22,In stock,8,Low,0-10
487,04e3de7ac35ec5cd,Between the World and Me,4,Nonfiction,Books,56.91,In stock,8,High,0-10
488,15ebd83e53d0391b,Being Mortal Medicine and What Matters in the End,4,Nonfiction,Books,55.06,In stock,8,High,0-10
489,fef91502cbacf23a,A Murder Over a Girl Justice Gender Junior High,3,Nonfiction,Books,13.2,In stock,8,Low,0-10
490,b1a227b7609ff263,32 Yolks,2,Food and Drink,Books,53.63,In stock,8,High,0-10
491,f16c2edb2a603f92,Most Blessed of the Patriarchs Thomas Jefferson and the Empire of the Imagination,5,History,Books,44.48,In stock,8,Medium,0-10
492,88ec621893e595d0,You Are a Badass How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,Self Help,Books,12.08,In stock,7,Low,0-10
493,b46d022080543144,Wildlife of New York A FiveBorough Coloring Book,2,Default,Books,22.14,In stock,7,Low,0-10
494,9735c969c652dd89,What Happened on Beale Street Secrets of the South Mysteries 2,5,Mystery,Books,25.37,In stock,7,Medium,0-10
495,48cb52d78c992487,Unreasonable Hope Finding Faith in the God Who Brings Purpose to Your Pain,2,Spirituality,Books,46.33,In stock,7,Medium,0-10
496,a94350ee74deaa07,Under the Tuscan Sun,3,Travel,Books,37.33,In stock,7,Medium,0-10
497,4242cc3d0437db12,Toddlers Are Aholes Its Not Your Fault,1,Humor,Books,25.55,In stock,7,Medium,0-10
498,4a0b78598b42897a,The Year of Living Biblically One Mans Humble Quest to Follow the Bible as Literally as Possible,1,Default,Books,34.72,In stock,7,Medium,0-10
499,0ff9d10864db8364,The Whale,4,Childrens,Books,35.96,In stock,7,Medium,0-10
500,9147c5251cc99eb1,The Story of Art,4,Art,Books,41.14,In stock,7,Medium,0-10
501,0345872b14f9e774,The Origin of Species,4,Science,Books,10.01,In stock,7,Low,0-10
502,a8dbf1c6b41b885a,The Great Gatsby,4,Default,Books,36.05,In stock,7,Medium,0-10
503,f935412970c9f58f,The Good Girl,3,Default,Books,49.03,In stock,7,Medium,0-10
504,47f4fd3e8e1dac05,The Glass Castle,1,Add a comment,Books,16.24,In stock,7,Low,0-10
505,57f85720e54d6442,The Faith of Christopher Hitchens The Restless Soul of the Worlds Most Notorious Atheist,1,Biography,Books,39.55,In stock,7,Medium,0-10
506,7a10353c9c54cf7c,The Drowning Girls,3,Add a comment,Books,35.67,In stock,7,Medium,0-10
507,24933c712f0bca2f,The Constant Princess The Tudor Court 1,3,Historical Fiction,Books,16.62,In stock,7,Low,0-10
508,d250657f0ebc5d73,The Bourne Identity Jason Bourne 1,4,Fiction,Books,42.78,In stock,7,Medium,0-10
509,20789fb17b423c4c,The Bachelor Girls Guide to Murder Herringford and Watts Mysteries 1,5,Mystery,Books,52.3,In stock,7,High,0-10
510,4b8fa561a1e52d1c,The Art Book,2,Art,Books,32.34,In stock,7,Medium,0-10
511,5fbd03b1ac0a0e69,The 7 Habits of Highly Effective People Powerful Lessons in Personal Change,4,Default,Books,33.17,In stock,7,Medium,0-10
512,ba047a636b7d3793,Team of Rivals The Political Genius of Abraham Lincoln,5,Add a comment,Books,20.12,In stock,7,Low,0-10
513,8776181be110838a,Steal Like an Artist 10 Things Nobody Told You About Being Creative,2,Default,Books,20.9,In stock,7,Low,0-10
514,bd087cf6a846db75,Sit Stay Love,3,Romance,Books,20.9,In stock,7,Low,0-10
515,7ffebdd1d5148aef,Sister Dear,4,Fiction,Books,40.2,In stock,7,Medium,0-10
516,9639e89d20228e6e,Shrunken Treasures Literary Classics Short Sweet and Silly,3,Childrens,Books,52.87,In stock,7,High,0-10
517,8486f61aa81a3daa,Rich Dad Poor Dad,1,Business,Books,51.74,In stock,7,High,0-10
518,31c56c4d0fe19340,Raymie Nightingale,2,Childrens,Books,34.41,In stock,7,Medium,0-10
519,68008abf6409dfde,Playing from the Heart,1,Childrens,Books,32.38,In stock,7,Medium,0-10
520,746029796363aa51,Nightstruck A Novel,4,Young Adult,Books,50.35,In stock,7,High,0-10
521,924438fc6cbec836,Naturally Lean 125 Nourishing GlutenFree PlantBased RecipesAll Under 300 Calories,5,Food and Drink,Books,11.38,In stock,7,Low,0-10
522,725cd8d23d78cdca,Meternity,3,Womens Fiction,Books,43.58,In stock,7,Medium,0-10
523,dac4b5847454fd9b,Memoirs of a Geisha,3,Fiction,Books,49.67,In stock,7,Medium,0-10
524,b6670507e85b30e6,Like Never Before Walker Family 2,2,Christian Fiction,Books,28.77,In stock,7,Medium,0-10
525,40cdcbb7692fd408,Life of Pi,4,Default,Books,13.22,In stock,7,Low,0-10
526,b74ee891e2a6dd69,Leave This Song Behind Teen Poetry at Its Best,5,Poetry,Books,51.17,In stock,7,High,0-10
527,4c82371b8cd02d4d,Kings Folly The Kinsman Chronicles 1,5,Fantasy,Books,39.61,In stock,7,Medium,0-10
528,68407606544d6f22,John Adams,4,Add a comment,Books,57.43,In stock,7,High,0-10
529,2a9fcb3382d351c8,How to Cook Everything Vegetarian Simple Meatless Recipes for Great Food How to Cook Everything,4,Food and Drink,Books,46.01,In stock,7,Medium,0-10
530,eff5710404e2ff78,How to Be a Domestic Goddess Baking and the Art of Comfort Cooking,2,Food and Drink,Books,28.25,In stock,7,Medium,0-10
531,c00bc29a678a6efb,Good in Bed Cannie Shapiro 1,5,Add a comment,Books,37.05,In stock,7,Medium,0-10
532,de6d7645f192d517,Fruits Basket Vol 7 Fruits Basket 7,1,Sequential Art,Books,19.57,In stock,7,Low,0-10
533,2e40333991f56f45,For the Love Fighting for Grace in a World of Impossible Standards,3,Nonfiction,Books,45.13,In stock,7,Medium,0-10
534,4e78f06160b717ac,Finding God in the Ruins How God Redeems Pain,2,Nonfiction,Books,46.64,In stock,7,Medium,0-10
535,4fa75fc6829431ca,Every Heart a Doorway Every Heart A Doorway 1,5,Fantasy,Books,12.16,In stock,7,Low,0-10
536,4e980425468708da,Delivering the Truth Quaker Midwife Mystery 1,4,Mystery,Books,20.89,In stock,7,Low,0-10
537,4807043b8218e9ce,Counted With the Stars Out from Egypt 1,5,Christian Fiction,Books,17.97,In stock,7,Low,0-10
538,4781b6bfd6f7a2c5,Chronicles Vol 1,2,Music,Books,52.6,In stock,7,High,0-10
539,a322361a37a78d3d,Blue Like Jazz Nonreligious Thoughts on Christian Spirituality,1,Christian,Books,25.77,In stock,7,Medium,0-10
540,5b546a46a86a9d8c,Benjamin Franklin An American Life,3,Biography,Books,48.19,In stock,7,Medium,0-10
541,6b52904b2ab91bf6,At The Existentialist Caf Freedom Being and apricot cocktails with JeanPaul Sartre Simone de Beauvoir Albert Camus Martin Heidegger Edmund Husserl Karl Jaspers Maurice MerleauPonty and others,5,Philosophy,Books,29.93,In stock,7,Medium,0-10
542,cc1936a9f4e93477,A Summer In Europe,2,Travel,Books,44.34,In stock,7,Medium,0-10
543,6c7fa6844380f50a,A Short History of Nearly Everything,5,History,Books,52.4,In stock,7,High,0-10
544,d1378a0ad06ff979,A Gathering of Shadows Shades of Magic 2,4,Fantasy,Books,44.81,In stock,7,Medium,0-10
545,5ba3d703d1ae0c1d,The Sound Of Love,5,Default,Books,57.84,In stock,6,High,0-10
546,774fa432bd7d9c47,The Rise and Fall of the Third Reich A History of Nazi Germany,2,History,Books,39.67,In stock,6,Medium,0-10
547,fd364afd082f5446,The Perks of Being a Wallflower,3,Default,Books,55.02,In stock,6,High,0-10
548,2da5edf8b5776c9a,The Mysterious Affair at Styles Hercule Poirot 1,4,Mystery,Books,24.8,In stock,6,Low,0-10
549,60376aa71be66083,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,Nonfiction,Books,59.45,In stock,6,High,0-10
550,2efa5a839e62b1bd,The Makings of a Fatherless Child,2,Default,Books,31.58,In stock,6,Medium,0-10
551,d326e189b1210916,The Joy of Cooking,4,Add a comment,Books,43.27,In stock,6,Medium,0-10
552,e6635f5b0a2c78db,The Invention of Wings,1,Historical Fiction,Books,37.34,In stock,6,Medium,0-10
553,72b5355dda190b6a,The Hobbit MiddleEarth Universe,5,Default,Books,17.8,In stock,6,Low,0-10
554,48736df57e7bec9f,The Great Railway Bazaar,1,Travel,Books,30.54,In stock,6,Medium,0-10
555,d33824cb93ecab6f,The Golden Compass His Dark Materials 1,1,Add a comment,Books,18.77,In stock,6,Low,0-10
556,2bc80eba94950873,The God Delusion,3,Add a comment,Books,46.85,In stock,6,Medium,0-10
557,eb7459e0c570251d,The Girl You Left Behind The Girl You Left Behind 1,1,Historical,Books,15.79,In stock,6,Low,0-10
558,cb17945cb90b7837,The Fellowship of the Ring The Lord of the Rings 1,2,Default,Books,10.27,In stock,6,Low,0-10
559,3d250ab0f12be445,The Collected Poems of WB Yeats The Collected Works of WB Yeats 1,5,Poetry,Books,15.42,In stock,6,Low,0-10
560,6478ccb4416e6a5d,The Barefoot Contessa Cookbook,5,Food and Drink,Books,59.92,In stock,6,High,0-10
561,2a1b3d967cda1da2,Tell the Wolves Im Home,2,Young Adult,Books,50.96,In stock,6,High,0-10
562,8d8e9f9b8730eb25,Ship Leaves Harbor Essays on Travel by a Recovering Journeyman,3,Default,Books,30.6,In stock,6,Medium,0-10
563,720c36b2bee4692e,Pride and Prejudice,4,Add a comment,Books,19.27,In stock,6,Low,0-10
564,6d235933670503d9,Musicophilia Tales of Music and the Brain,1,Default,Books,46.58,In stock,6,Medium,0-10
565,f38f37ed934d84b2,Mere Christianity,3,Add a comment,Books,48.51,In stock,6,Medium,0-10
566,7a2b51f69e81c722,Me Before You Me Before You 1,1,Fiction,Books,19.02,In stock,6,Low,0-10
567,6958de044cb28a84,In the Woods Dublin Murder Squad 1,2,Mystery,Books,38.38,In stock,6,Medium,0-10
568,fe0f34ebed689381,In Cold Blood,4,Nonfiction,Books,49.98,In stock,6,Medium,0-10
569,e792c0969cefe1b8,How to Stop Worrying and Start Living,5,Self Help,Books,46.49,In stock,6,Medium,0-10
570,012170e4fc87ace0,Give It Back,2,Thriller,Books,18.32,In stock,6,Low,0-10
571,384c7d41d5ffe9d1,Girl Interrupted,3,Nonfiction,Books,42.14,In stock,6,Medium,0-10
572,56a34d0cec11d6b0,Fun Home A Family Tragicomic,4,Add a comment,Books,56.59,In stock,6,High,0-10
573,97258f576d4bb672,Fruits Basket Vol 6 Fruits Basket 6,4,Sequential Art,Books,20.96,In stock,6,Low,0-10
574,4e3b183180e2a992,Deception Point,4,Fiction,Books,40.32,In stock,6,Medium,0-10
575,6e06d0f00f6da20f,Death Note Vol 6 GiveandTake Death Note 6,3,Sequential Art,Books,36.39,In stock,6,Medium,0-10
576,f3c70d296ec796c4,Catherine the Great Portrait of a Woman,4,History,Books,58.55,In stock,6,High,0-10
577,faf841f81c52638b,Better Homes and Gardens New Cook Book,3,Food and Drink,Books,39.61,In stock,6,Medium,0-10
578,46cb43c2ab133ccc,An Unquiet Mind A Memoir of Moods and Madness,3,Psychology,Books,21.3,In stock,6,Low,0-10
579,9e60929f521fa280,A Year in Provence Provence 1,4,Travel,Books,56.88,In stock,6,High,0-10
580,2e5b4ff08a75fd02,World Without End The Pillars of the Earth 2,4,Historical Fiction,Books,32.97,In stock,5,Medium,0-10
581,e75f3ae1da1cc652,Will Grayson Will Grayson Will Grayson Will Grayson,4,Young Adult,Books,47.31,In stock,5,Medium,0-10
582,759ee7d059b1beb8,Why Save the Bankers And Other Essays on Our Economic and Political Crisis,2,Nonfiction,Books,48.67,In stock,5,Medium,0-10
583,60369d96b7b80869,Where She Went If I Stay 2,4,Young Adult,Books,41.73,In stock,5,Medium,0-10
584,163d89116179c33f,What If Serious Scientific Answers to Absurd Hypothetical Questions,4,Default,Books,53.68,In stock,5,High,0-10
585,3a7d54a264d9f33e,Two Summers,1,Young Adult,Books,14.64,In stock,5,Low,0-10
586,bc209a900101f28d,This Is Your Brain on Music The Science of a Human Obsession,1,Music,Books,38.4,In stock,5,Medium,0-10
587,abbb492978ff656d,The Secret Garden,4,Classics,Books,15.08,In stock,5,Low,0-10
588,2e4fc5eacceec12c,The Raven King The Raven Cycle 4,2,Add a comment,Books,30.57,In stock,5,Medium,0-10
589,e0b3a679b83caccc,The Raven Boys The Raven Cycle 1,4,Fantasy,Books,57.74,In stock,5,High,0-10
590,f701fae56b645ef7,The Power Greens Cookbook 140 Delicious Superfood Recipes,5,Food and Drink,Books,11.05,In stock,5,Low,0-10
591,93379e3a2072a01b,The Metamorphosis,1,Classics,Books,28.58,In stock,5,Medium,0-10
592,0d210d2448c3018f,The Mathews Men Seven Brothers and the War Against Hitlers Uboats,5,History,Books,42.91,In stock,5,Medium,0-10
593,dfd9ff1f343cdaff,The Little Paris Bookshop,3,Fiction,Books,24.73,In stock,5,Low,0-10
594,c4589ee5977a47be,The Hiding Place,4,History,Books,55.91,In stock,5,High,0-10
595,3213b1f13f5f0f7c,The Grand Design,3,Science,Books,13.76,In stock,5,Low,0-10
596,ad84f18659e6bfe2,The Firm,3,Fiction,Books,45.56,In stock,5,Medium,0-10
597,3661360c99719414,The Fault in Our Stars,1,Default,Books,47.22,In stock,5,Medium,0-10
598,a2a9f76339d21ab1,The False Prince The Ascendance Trilogy 1,5,Fantasy,Books,56.0,In stock,5,High,0-10
599,fe7210553d56c097,The Expatriates,2,Fiction,Books,44.58,In stock,5,Medium,0-10
600,fec06f52054ea900,The Dream Thieves The Raven Cycle 2,1,Default,Books,34.5,In stock,5,Medium,0-10
601,c4182bdb53e2459a,The Darkest Corners,5,Young Adult,Books,11.33,In stock,5,Low,0-10
602,b228042c088b1913,The Crossover,4,Poetry,Books,38.77,In stock,5,Medium,0-10
603,b716233fcb6877e6,The 5th Wave The 5th Wave 1,2,Default,Books,11.83,In stock,5,Low,0-10
604,84126312e2431a09,Tell the Wind and Fire,3,Fantasy,Books,45.51,In stock,5,Medium,0-10
605,50d5a7b861ed1c54,Tell Me Three Things,1,Young Adult,Books,41.81,In stock,5,Medium,0-10
606,1dba84766a5e87b8,Talking to Girls About Duran Duran One Young Mans Quest for True Love and a Cooler Haircut,4,Nonfiction,Books,25.15,In stock,5,Medium,0-10
607,84bb29c53592ac40,Siddhartha,5,Fiction,Books,34.22,In stock,5,Medium,0-10
608,59a8ae019b64f2a7,Shiver The Wolves of Mercy Falls 1,5,Default,Books,16.23,In stock,5,Low,0-10
609,2973d38c2fbd7a5c,Remember Me,3,Default,Books,11.48,In stock,5,Low,0-10
610,e958ae92f328c181,Red Dragon Hannibal Lecter 1,3,Horror,Books,23.37,In stock,5,Low,0-10
611,6036239d2ab349b7,Peak Secrets from the New Science of Expertise,2,Science,Books,16.28,In stock,5,Low,0-10
612,a4ce39a3720cd679,My Mother Was Nuts,4,Nonfiction,Books,31.63,In stock,5,Medium,0-10
613,12a90b90283b2e6d,Mexican Today New and Rediscovered Recipes for Contemporary Kitchens,5,Food and Drink,Books,24.91,In stock,5,Low,0-10
614,81c68492ccd72941,Maybe Something Beautiful How Art Transformed a Neighborhood,1,Childrens,Books,22.54,In stock,5,Low,0-10
615,5e1a88d248599768,Lola and the Boy Next Door Anna and the French Kiss 2,4,Young Adult,Books,23.63,In stock,5,Low,0-10
616,7093cf549cd2e7de,Logan Kade Fallen Crest High 55,2,Academic,Books,13.12,In stock,5,Low,0-10
617,07e6810fd3236bda,Last One Home New Beginnings 1,3,Fiction,Books,59.98,In stock,5,High,0-10
618,8dde2ff3f6fcc0a3,Killing Floor Jack Reacher 1,4,Thriller,Books,31.49,In stock,5,Medium,0-10
619,44f545727e704187,Kill the Boy Band,5,Young Adult,Books,15.52,In stock,5,Low,0-10
620,45045146dbf7b009,Isla and the Happily Ever After Anna and the French Kiss 3,5,Young Adult,Books,48.13,In stock,5,Medium,0-10
621,7284d85428305f5a,If I Stay If I Stay 1,5,Default,Books,38.13,In stock,5,Medium,0-10
622,d219d4e325e6f204,I Know Why the Caged Bird Sings Maya Angelous Autobiography 1,2,Default,Books,36.55,In stock,5,Medium,0-10
623,6c49258724f11770,Harry Potter and the Deathly Hallows Harry Potter 7,1,Default,Books,23.32,In stock,5,Low,0-10
624,3fd83dcf37bf1bc0,Fruits Basket Vol 5 Fruits Basket 5,1,Sequential Art,Books,16.33,In stock,5,Low,0-10
625,3fc124f59f3068e4,Foundation Foundation Publication Order 1,1,Science Fiction,Books,32.42,In stock,5,Medium,0-10
626,630e766f0a1987dd,Fool Me Once,1,Default,Books,16.96,In stock,5,Low,0-10
627,b28c7d07afa7063b,Find Her Detective DD Warren 8,1,Add a comment,Books,22.37,In stock,5,Low,0-10
628,75cc85cdbe9ad46b,Evicted Poverty and Profit in the American City,1,Add a comment,Books,42.27,In stock,5,Medium,0-10
629,d5ad4c92d8bf26c9,Drama,2,Default,Books,38.7,In stock,5,Medium,0-10
630,e46b1074b99ac4b6,Dracula the UnDead,5,Horror,Books,35.63,In stock,5,Medium,0-10
631,94bb629a3f6dd00b,Digital Fortress,5,Fiction,Books,58.0,In stock,5,High,0-10
632,1c0a38899c82b60a,Death Note Vol 5 Whiteout Death Note 5,1,Sequential Art,Books,52.41,In stock,5,High,0-10
633,bcf567421c581f0a,Data A Love Story How I Gamed Online Dating to Meet My Match,3,Nonfiction,Books,32.35,In stock,5,Medium,0-10
634,429b4a811bef386c,Critique of Pure Reason,1,Philosophy,Books,20.75,In stock,5,Low,0-10
635,b54d7416bb445989,Booked,5,Poetry,Books,17.49,In stock,5,Low,0-10
636,ad5e078beceaeb4a,Blue Lily Lily Blue The Raven Cycle 3,5,Default,Books,34.13,In stock,5,Medium,0-10
637,612369a5947a012e,Approval Junkie Adventures in Caring Too Much,5,Autobiography,Books,58.81,In stock,5,High,0-10
638,f36d24c309e87e5b,An Abundance of Katherines,5,Young Adult,Books,10.0,In stock,5,Low,0-10
639,add33db6ff80db24,Americas War for the Greater Middle East A Military History,2,History,Books,51.22,In stock,5,High,0-10
640,d9290e99f189ce84,Alight The Generations Trilogy 2,4,Default,Books,58.59,In stock,5,High,0-10
641,cf3b86489890b9f2,A Girls Guide to Moving On New Beginnings 2,1,Romance,Books,31.3,In stock,5,Medium,0-10
642,03cbb67c0f990d87,A Game of Thrones A Song of Ice and Fire 1,2,Add a comment,Books,46.42,In stock,5,Medium,0-10
643,f2c8f4b4c94d5c5c,A Feast for Crows A Song of Ice and Fire 4,4,Fantasy,Books,17.21,In stock,5,Low,0-10
644,89a89e76f3516357,A Clash of Kings A Song of Ice and Fire 2,3,Add a comment,Books,10.79,In stock,5,Low,0-10
645,a8f4577a48023344,Vogue Colors A to Z A Fashion Coloring Book,4,Default,Books,52.35,In stock,4,High,0-10
646,d4de23aa98acc65b,The Shining The Shining 1,3,Default,Books,27.88,In stock,4,Medium,0-10
647,6053ddf69c967d5f,The Pilgrims Progress,2,Classics,Books,50.26,In stock,4,High,0-10
648,9cc207168a03470d,The Perfect Play Play by Play 1,3,Romance,Books,59.99,In stock,4,High,0-10
649,011674f4a3834b8d,The Passion of Dolssa,5,Historical Fiction,Books,28.32,In stock,4,Medium,0-10
650,6a57286a8890d8c5,The Jazz of Physics The Secret Link Between Music and the Structure of the Universe,3,Nonfiction,Books,38.71,In stock,4,Medium,0-10
651,6d2f70d9424f41a1,The Hunger Games The Hunger Games 1,5,Default,Books,29.85,In stock,4,Medium,0-10
652,6587f46697fc4443,The Hound of the Baskervilles Sherlock Holmes 5,2,Classics,Books,14.82,In stock,4,Low,0-10
653,45033bdf3d9ed158,The Gunning of America Business and the Making of American Gun Culture,4,Nonfiction,Books,16.81,In stock,4,Low,0-10
654,c65ee14957c0fa5c,The Geography of Bliss One Grumps Search for the Happiest Places in the World,2,Nonfiction,Books,28.23,In stock,4,Medium,0-10
655,ff2dffba388d9922,The Demonists Demonist 1,2,Fantasy,Books,52.11,In stock,4,High,0-10
656,df53c2948b32bde3,The Demon Prince of Momochi House Vol 4 The Demon Prince of Momochi House 4,2,Sequential Art,Books,27.88,In stock,4,Medium,0-10
657,9c4d061c1e2fe6bf,The Bone Hunters Lexy Vaughan  Steven Macaulay 2,3,Thriller,Books,59.71,In stock,4,High,0-10
658,8930013d06942df1,The Beast Black Dagger Brotherhood 14,5,Fantasy,Books,46.08,In stock,4,Medium,0-10
659,31f5bbf4974d29c9,Some Women,5,Womens Fiction,Books,13.73,In stock,4,Low,0-10
660,38199c5d7da0c0ef,Shopaholic Ties the Knot Shopaholic 3,5,Womens Fiction,Books,48.39,In stock,4,Medium,0-10
661,ae884ac655d6ee3e,Paper and Fire The Great Library 2,5,Fantasy,Books,49.45,In stock,4,Medium,0-10
662,5de4baa88061a77a,Outlander Outlander 1,5,Default,Books,19.67,In stock,4,Low,0-10
663,2ba5ccc84d35006c,Orchestra of Exiles The Story of Bronislaw Huberman the Israel Philharmonic and the One Thousand Jews He Saved from Nazi Horrors,3,Music,Books,12.36,In stock,4,Low,0-10
664,3a95f5a2df4ff921,No One Here Gets Out Alive,5,Music,Books,20.02,In stock,4,Low,0-10
665,869d20b3b8128230,Night Shift Night Shift 120,4,Horror,Books,12.75,In stock,4,Low,0-10
666,70b585c9d0f15725,Needful Things,4,Horror,Books,47.51,In stock,4,Medium,0-10
667,5212c6acea3359e5,Mockingjay The Hunger Games 3,4,Default,Books,20.44,In stock,4,Low,0-10
668,81d4191030b9704b,Misery,2,Horror,Books,34.79,In stock,4,Medium,0-10
669,deda806b68b0aa11,Little Women Little Women 1,4,Classics,Books,28.07,In stock,4,Medium,0-10
670,670a2773607d785d,It,3,Horror,Books,25.01,In stock,4,Medium,0-10
671,ac337893a9fe0085,Harry Potter and the Sorcerers Stone Harry Potter 1,3,Default,Books,13.9,In stock,4,Low,0-10
672,eff24325e0ede639,Harry Potter and the Prisoner of Azkaban Harry Potter 3,4,Young Adult,Books,24.17,In stock,4,Low,0-10
673,5a6b7155f2797537,Harry Potter and the Order of the Phoenix Harry Potter 5,4,Fantasy,Books,31.63,In stock,4,Medium,0-10
674,73f4f87dd936ee5c,Harry Potter and the HalfBlood Prince Harry Potter 6,5,Fantasy,Books,48.75,In stock,4,Medium,0-10
675,c7c4f55b7321cba7,Harry Potter and the Chamber of Secrets Harry Potter 2,1,Fantasy,Books,14.74,In stock,4,Low,0-10
676,23310ce84d3c9f85,Gone with the Wind,3,Classics,Books,32.49,In stock,4,Medium,0-10
677,ddbc5530d2939d49,God Is Not Great How Religion Poisons Everything,1,Nonfiction,Books,27.8,In stock,4,Medium,0-10
678,5eff05e59f905a49,Girl With a Pearl Earring,1,Historical Fiction,Books,26.77,In stock,4,Medium,0-10
679,8fff1084aa085a13,Fruits Basket Vol 4 Fruits Basket 4,4,Sequential Art,Books,50.44,In stock,4,High,0-10
680,ad15a9a139919918,Far From True Promise Falls Trilogy 2,2,Thriller,Books,34.93,In stock,4,Medium,0-10
681,2b69d289279aabfd,Dark Lover Black Dagger Brotherhood 1,1,Romance,Books,12.87,In stock,4,Low,0-10
682,a2dc754afb69bb32,Confessions of a Shopaholic Shopaholic 1,2,Default,Books,48.94,In stock,4,Medium,0-10
683,aaebac5fda798b1b,Changing the Game Play by Play 2,3,Romance,Books,13.38,In stock,4,Low,0-10
684,2798974abc8a58a8,Candide,3,Classics,Books,58.63,In stock,4,High,0-10
685,0812f54c93d726ce,Can You Keep a Secret,1,Womens Fiction,Books,21.94,In stock,4,Low,0-10
686,78a4ac98191ac675,Atlas Shrugged,5,Fiction,Books,26.58,In stock,4,Medium,0-10
687,1451b55e5e56bb89,Animal Farm,3,Classics,Books,57.22,In stock,4,High,0-10
688,aead11697d14ea36,A Walk to Remember,1,Romance,Books,56.43,In stock,4,High,0-10
689,f6ae39568db1130e,A New Earth Awakening to Your Lifes Purpose,5,Spirituality,Books,55.65,In stock,4,High,0-10
690,d12ca4020c2f602e,A History of God The 4000Year Quest of Judaism Christianity and Islam,1,Religion,Books,27.62,In stock,4,Medium,0-10
691,6e9403f00acd6752,Salems Lot,4,Horror,Books,49.56,In stock,4,Medium,0-10
692,634b7165c96ebb9f,Zero History Blue Ant 3,1,Default,Books,34.77,In stock,3,Medium,0-10
693,5a7ff9aaa3168878,Wuthering Heights,3,Classics,Books,17.73,In stock,3,Low,0-10
694,5d55202da0252627,World War Z An Oral History of the Zombie War,1,Default,Books,21.8,In stock,3,Low,0-10
695,d30b9215c72cca87,Wild From Lost to Found on the Pacific Crest Trail,3,Default,Books,46.02,In stock,3,Medium,0-10
696,07bb35158d9dd3d2,Whered You Go Bernadette,1,Default,Books,18.13,In stock,3,Low,0-10
697,dab0196cd5fc8e5e,When You Are Engulfed in Flames,5,Humor,Books,30.89,In stock,3,Medium,0-10
698,06bab964fd536971,We the People The ModernDay Figures Who Have Reshaped and Affirmed the Founding Fathers Vision of America,3,Nonfiction,Books,31.95,In stock,3,Medium,0-10
699,be3db344a845580b,We Are All Completely Beside Ourselves,1,Contemporary,Books,24.04,In stock,3,Low,0-10
